"Tr_year_binned","Age_bin","mean.plhiv.total","mean.plhiv.males","mean.plhiv.females","mean.hivdeaths.total","mean.hivdeaths.males","mean.hivdeaths.females","Undiagnosed.total","Undiagnosed.m","Undiagnosed.f","Diagnosed_noART.total","Diagnosed_noART.m","Diagnosed_noART.f","Onart.under6mo.firstinit.under200.total","Onart.under6mo.firstinit.under200.m","Onart.under6mo.firstinit.under200.f","Onart.under6mo.firstinit.over200.total","Onart.under6mo.firstinit.over200.m","Onart.under6mo.firstinit.over200.f","OnART.afterInterrupt.under6mo.under200.total","OnART.afterInterrupt.under6mo.under200.m","OnART.afterInterrupt.under6mo.under200.f","OnART.afterInterrupt.under6mo.over200.total","OnART.afterInterrupt.under6mo.over200.m","OnART.afterInterrupt.under6mo.over200.f","OnART.VL.Supp.total","OnART.VL.Supp.m","OnART.VL.Supp.f","OnART.VL.NoSupp.total","OnART.VL.NoSupp.m","OnART.VL.NoSupp.f","OnART.under6mo.VL.Supp.total","OnART.under6mo.VL.Supp.m","OnART.under6mo.VL.Supp.f","OnART.under6mo.VL.NoSupp.total","OnART.under6mo.VL.NoSupp.m","OnART.under6mo.VL.NoSupp.f","OnART.over6mo.VL.Supp.total","OnART.over6mo.VL.Supp.m","OnART.over6mo.VL.Supp.f","OnART.over6mo.VL.NoSupp.total","OnART.over6mo.VL.NoSupp.m","OnART.over6mo.VL.NoSupp.f","DropOut.total","DropOut.m","DropOut.f","DropOut.first.total","DropOut.first.m","DropOut.first.f","DropOut.subseq.under6mo.total","DropOut.subseq.under6mo.m","DropOut.subseq.under6mo.f","DropOut.subseq.over6mo.total","DropOut.subseq.over6mo.m","DropOut.subseq.over6mo.f"
2042,50,165342.27837147046,59795.788096489654,105546.4902749808,1971.077117412139,695.9349112777684,1275.1422061343706,346.6234465784962,230.17869041362016,116.44475616487604,16.17738129071634,10.422962069677288,5.754419221039052,21.81948222382022,18.343507099990408,3.4759751238298127,2.3214550199701156,2.3214550199701156,0,705.4497590055714,476.1390655857668,229.31069341980464,179.6138470840736,58.627759886588876,120.98608719748471,2261.6768114973543,1399.7346980820394,861.9421134153148,196.66754882585687,121.71606070278602,74.95148812307085,836.4681798667606,510.99724458493097,325.47093528182967,72.73636346667483,44.434543007385294,28.301820459289534,1425.2086316305936,888.7374534971084,536.4711781334852,123.93118535918204,77.28151769540072,46.649667663781315,1290.8195990642425,601.4395849643629,689.3800140998796,182.37973331199638,112.0008170480416,70.37891626395479,145.7014228139006,75.60600243010587,70.09542038379472,962.7384429383457,413.83276548621546,548.9056774521301
2043,50,159366.83682255846,57243.70792103016,102123.1289015283,1896.4997723126962,682.4694266500411,1214.0303456626552,367.25990982176427,237.48120375552136,129.7787060662429,13.95566789808639,8.532966766694443,5.422701131391946,25.024203523259803,17.587038845388467,7.437164677871334,2.7608751533348674,2.3632511289301292,0.3976240244047384,725.6212396505505,471.69630565064836,253.92493399990212,180.772655425539,55.753862003283636,125.01879342225536,2270.7988845420764,1357.6984727707234,913.1004117713529,197.4607725688762,118.06073676267158,79.4000358062046,859.4446558524695,503.6084210179906,355.8362348344789,74.73431790021473,43.79203661026005,30.942281289954686,1411.3542286896068,854.0900517527327,557.2641769368739,122.72645466866145,74.26870015241154,48.457754516249906,1211.9872233627682,582.9886367253455,628.9985866374226,181.65458575616984,109.9365126853844,71.71807307078544,137.0716762283173,76.3676185192933,60.70405770902399,893.260961378281,396.68450552066776,496.5764558576132
2044,50,153393.5440145348,54764.18692199195,98629.35709254285,1809.238631477105,650.514926102496,1158.723705374609,353.980426700778,219.0534116354893,134.9270150652887,13.220838031006105,8.583707687859825,4.637130343146281,22.934411023888114,18.67846956311245,4.255941460775663,2.3335113430999064,1.9400251295402995,0.39348621355960683,675.4924319519339,439.7576937017773,235.7347382501566,153.4540096892822,49.81299925066278,103.64101043861943,2124.1320931657065,1271.6469273847977,852.4851657809088,184.7071385361484,110.57799368563458,74.12914485051381,785.8772148875479,469.37405263348546,316.50316225406243,68.33714912065633,40.815135011607424,27.522014109048904,1338.2548782781587,802.2728747513123,535.9820035268464,116.36998941549206,69.76285867402714,46.6071307414649,1163.1635964210168,546.6781401272668,616.48545629375,183.1554070668729,110.71306163218559,72.44234543468731,140.22708711522245,75.93642312008251,64.29066399513994,839.7811022389214,360.0286553749987,479.7524468639228
2045,50,147414.7220129162,52254.39707861602,95160.32493430017,1749.1517751324345,622.0941262396661,1127.0576488927684,348.14050821930743,223.4793428110092,124.66116540829826,15.181627975201147,8.52397531269907,6.657652662502076,23.018595332736083,16.387961047965145,6.630634284770937,2.344059841989737,1.5629626199396427,0.7810972220500945,683.8542884812633,437.9442998737777,245.90998860748562,149.69654603168712,54.20719216684349,95.48935386484364,2048.1361917740255,1239.104457995677,809.0317337783487,178.09879928469786,107.74821373875452,70.35058554594336,790.2004105126622,469.29422245184395,320.9061880608183,68.7130791750141,40.80819325668208,27.90488591833202,1257.9357812613634,769.810235543833,488.1255457175304,109.38572010968376,66.94002048207243,42.44569962761133,1104.8180753677307,521.8407219379886,582.977353429742,176.6938665271816,108.50921276825707,68.18465375892453,131.7022230490851,74.91446281820268,56.78776023088241,796.4219857914641,338.4170463515289,458.00493943993513
2000,55,10159.696764287053,6386.467005126544,3773.2297591605093,1617.9106606617752,1014.2898195853887,603.6208410763865,1046.1725855299976,813.5682410330808,232.60434449691687,12.811532344690354,9.733069246563153,3.078463098127201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,55,11633.670356955197,7236.345929439187,4397.32442751601,1801.8224670356503,1136.9314501691485,664.8910168665018,1115.006908033951,848.6400007370765,266.36690729687444,49.310319206198244,39.140099285696344,10.170219920501898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,55,13187.48368351003,8118.546511180912,5068.93717232912,2053.0396293487743,1240.3223812359804,812.717248112794,1201.99600140873,930.3195770048736,271.6764244038565,58.00142492610605,42.73105334107735,15.270371585028698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,55,14443.776307401125,8823.195772492703,5620.580534908423,2363.053336456409,1472.2798746344547,890.7734618219541,1318.4995669777543,1025.5055717772923,292.99399520046177,67.876164342808,49.872723296116995,18.003441046690998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,55,15534.20458293878,9356.362062797964,6177.842520140817,2563.7266073225337,1549.459627962691,1014.2669793598425,1317.5844983738996,1000.7734482396883,316.8110501342112,152.66400328337033,115.54981541071356,37.114187872656764,3.464566998515122,3.081300787916451,0.38326621059867105,0,0,0,0,0,0,0,0,0,3.1874016386339123,2.834796724883135,0.3526049137507774,0.27716535988120977,0.2465040630333161,0.030661296847893687,3.1874016386339123,2.834796724883135,0.3526049137507774,0.27716535988120977,0.2465040630333161,0.030661296847893687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,55,16615.773113382118,9909.655406436412,6706.117706945706,2750.1395394128135,1650.3090338666955,1099.830505546118,1198.5013381935428,912.9461221493654,285.55521604417726,287.21021353740826,213.39580553956313,73.81440799784512,1.8981283112955876,1.8981283112955876,0,0,0,0,0.36910457657127543,0,0.36910457657127543,0,0,0,4.96715079872176,4.627574588276186,0.33957621044557346,0.4319261564105878,0.40239779028488576,0.029528366125702036,2.085854256837514,1.7462780463919405,0.33957621044557346,0.18137863102934904,0.151850264903647,0.029528366125702036,2.8812965418842458,2.8812965418842458,0,0.25054752538123876,0.25054752538123876,0,1.974860643423678,1.974860643423678,0,1.974860643423678,1.974860643423678,0,0,0,0,0,0,0
2006,55,18019.684486320602,10639.945311772499,7379.739174548103,3040.5512975312568,1806.9152105913272,1233.6360869399296,1131.8137017456222,865.4449944559044,266.36870728971786,406.57710309360954,302.98485308708354,103.59225000652597,12.479769387666874,10.92441784165885,1.5553515460080243,0,0,0,0,0,0,0,0,0,13.972122910725853,11.819193151355666,2.152929759370188,1.214967209628335,1.0277559262048404,0.18721128342349458,11.481387836653523,10.050464414326141,1.4309234223273823,0.9983815510133498,0.8739534273327079,0.12442812368064195,2.4907350740723295,1.7687287370295242,0.7220063370428054,0.21658565861498516,0.15380249887213251,0.06278315974285265,5.444886024925755,3.9014802770167223,1.543405747909033,5.444886024925755,3.9014802770167223,1.543405747909033,0,0,0,0,0,0
2007,55,19480.7864321499,11398.900983482376,8081.885448667524,3179.4871614858644,1864.1430785859038,1315.3440828999605,1063.787289444731,801.4537621263665,262.3335273183644,519.7982242999797,386.07722583271646,133.72099846726326,26.478863601060944,23.752702109608173,2.726161491452772,0,0,0,0.78946645081053,0.78946645081053,0,0,0,0,34.79074967458904,30.473254750553608,4.317494924035431,3.025282580399047,2.6498482391785747,0.3754343412204723,25.086863647721756,22.578795075585205,2.5080685721365503,2.181466404149718,1.9633734848334963,0.21809291931622177,9.703886026867284,7.894459674968402,1.8094263518988811,0.8438161762493289,0.6864747543450784,0.15734142190425054,19.700034187873737,17.03474547570182,2.6652887121719204,19.700034187873737,17.03474547570182,2.6652887121719204,0,0,0,0,0,0
2008,55,20682.838452026364,12002.79938899881,8680.039063027554,3128.444210142819,1823.9410369352165,1304.5031732076025,884.058908244322,682.4497115159824,201.60919672833964,508.4651120907438,380.04388619997076,128.42122589077303,39.3870019681422,31.550729263262927,7.836272704879272,2.33443252197235,2.33443252197235,0,0.7786069159680219,0.7786069159680219,0,0,0,0,64.52378527622643,52.323600129197985,12.200185147028444,5.610763937063167,4.549878272104173,1.060885664958995,39.10003809359597,31.890667205107036,7.209370888488931,3.400003312486606,2.773101496096264,0.6269018163903418,25.42374718263046,20.432932924090945,4.990814258539513,2.2107606245765616,1.7767767760079083,0.43398384856865324,46.536407090674665,38.0350868332714,8.50132025740327,45.39538466685363,36.89406440945036,8.50132025740327,1.141022423821041,1.141022423821041,0,0,0,0
2009,55,21794.264105670518,12503.53352375052,9290.73058192,2850.094142072034,1678.8826948028657,1171.2114472691687,767.0673745137817,592.3193702779255,174.74800423585626,429.00070518749834,322.5547286226172,106.44597656488116,54.513300666196436,42.460524737385285,12.052775928811151,1.5673337656571313,1.5673337656571313,0,13.98654776034294,9.31374742284449,4.672800337498449,3.8870210198911646,3.498994067053108,0.3880269528380565,118.82235269276164,94.20804501622142,24.614307676540225,10.332378495022752,8.192003914454036,2.1403745805687153,68.03786695512066,52.293351993504814,15.744514961615845,5.916336256967014,4.547247999435202,1.3690882575318126,50.78448573764098,41.9146930227166,8.86979271492438,4.416042238055737,3.6447559150188344,0.7712863230369026,62.48897772046829,51.17531316122711,11.313664559241179,62.120438521702084,50.80677396246091,11.313664559241179,0.3685391987662028,0.3685391987662028,0,0,0,0
2010,55,23277.528267287908,13202.179103622686,10075.34916366522,2584.204669406978,1559.0499135000452,1025.154755906933,648.5044548618097,498.7307209605045,149.7737339013051,367.5959216699115,278.42081382250655,89.17510784740499,46.45320853675261,34.17530637766098,12.27790215909163,4.29075962840068,3.5140183394654625,0.7767412889352181,34.255574459833056,26.522427456386158,7.7331470034469,3.54975949590242,3.1448479015575233,0.40491159434489676,162.43808377332718,127.62987665407074,34.80820711925644,14.125050762898015,11.098250143832239,3.026800619065777,81.46535795121767,61.96807206906452,19.497285882153154,7.083944169671102,5.38852800600561,1.6954161636654916,80.97272582210951,65.66180458500622,15.310921237103283,7.041106593226913,5.709722137826628,1.3313844554002856,63.35473135116719,50.94389000704796,12.410841344119229,60.2621292423241,49.00742263552671,11.254706606797386,1.9453994194474167,0.7892646821255735,1.1561347373218431,1.147202689395674,1.147202689395674,0
2011,55,25285.673055537576,14173.169292947572,11112.503762590004,2218.77848444666,1322.0791823540608,896.6993020925995,536.8370932813502,398.8182568266969,138.01883645465335,272.0789510181403,197.0012963518247,75.07765466631561,50.66372901783806,35.45203654093289,15.211692476905164,2.3519955937951753,2.3519955937951753,0,42.753017259926025,33.43519584269824,9.317821417227785,1.9342307642833143,1.1795266214928954,0.7547041427904189,217.43595968451322,169.23973883380552,48.19622085070769,18.907474755175063,14.716499029026567,4.190975726148495,89.88673482497516,66.62525423100567,23.261480593969498,7.816237810867406,5.793500367913537,2.0227374429538694,127.54922485953806,102.61448460279986,24.934740256738195,11.091236944307656,8.92299866111303,2.168238283194625,68.40750136272662,55.59263777962278,12.814863583103845,63.32230947003673,50.90207036595327,12.420239104083455,3.129349224635438,3.129349224635438,0,1.9558426680544596,1.5612181890340697,0.3946244790203898
2012,55,27226.024390936294,15082.615115089216,12143.409275847078,1871.3004020622814,1122.6500788387516,748.6503232235298,415.17161090259873,323.66060324972256,91.51100765287613,212.15556821643983,157.9684639434528,54.18710427298702,42.031276014251794,31.161832545224907,10.86944346902689,2.7193566950239827,2.7193566950239827,0,62.344478595749344,47.524157608797545,14.820320986951801,4.253966144836849,2.7003586193636644,1.5536075254731847,253.67613014298982,201.5526952550756,52.123434887914215,22.058793925477374,17.52632132652831,4.532472598949062,102.44115125387302,77.37724903093729,25.063902222935727,8.907926195988958,6.728456437472808,2.17946975851615,151.2349788891168,124.17544622413831,27.05953266497849,13.150867729488416,10.797864889055505,2.353002840432912,97.72828495527739,70.11498722783769,27.613297727439704,81.35056728198856,59.18195422159209,22.16861306039646,5.48618239104283,2.753008412256893,2.733173978785937,10.891535282246,8.180024593988692,2.7115106882573072
2013,55,29137.526846793415,15916.942204770678,13220.584642022735,1517.2207077569635,919.5707547434605,597.6499530135029,344.319094834643,262.03516838294286,82.28392645170014,144.14425131877783,107.1389765125279,37.00527480624992,33.824728368132476,26.449552197001186,7.375176171131292,0.4031642325503991,0.4031642325503991,0,73.79813801683638,58.96635158403792,14.831786432798454,7.408847501396255,4.685657482419642,2.7231900189766134,289.89501214727557,224.524455461986,65.37055668528954,25.208261925850046,19.523865692346607,5.6843962335034375,106.20008786940227,83.26434745632842,22.93574041307385,9.23479024951324,7.240378039680732,1.9944122098325088,183.69492427787327,141.2601080056576,42.434816272215684,15.973471676336805,12.283487652665878,3.689984023670929,121.67214662022388,90.0285281220763,31.64361849814759,92.1496466048081,70.67888783310471,21.4707587717034,9.743347012958992,5.832098454335431,3.9112485586235617,19.779153002456784,13.517541834636157,6.261611167820628
2014,55,31087.512494431805,16765.372016252357,14322.140478179448,1250.6942679429574,771.8875149018256,478.8067530411318,256.651687234829,189.0996914985371,67.5519957362919,96.79482120161559,73.89859349925955,22.896227702356047,36.352284073681005,30.89726492961369,5.4550191440673155,3.5250852080664887,2.347821678871662,1.1772635291948264,91.17964162167902,71.75429574736383,19.425345874315195,6.277460241013208,4.316860881612838,1.9605993594003703,344.6960595543479,262.4817068394839,82.21435271486402,29.973570396030254,22.824496246911643,7.1490741491186105,126.34771345288455,100.57094377846506,25.77676967441949,10.986757691555178,8.74529945899696,2.241458232558217,218.34834610146336,161.91076306101883,56.43758304044453,18.986812704475074,14.07919678791468,4.907615916560394,124.20982469265459,93.14761915064932,31.06220554200527,83.34018036722536,63.477631192306276,19.86254917491909,15.618667983966434,12.900710405733351,2.717957578233083,25.250976341462795,16.769277552609697,8.481698788853098
2015,55,31719.324957242363,16894.649802175838,14824.675155066527,1043.853863510834,625.1161180681208,418.73774544271294,193.0152113310124,141.51576522729516,51.49944610371723,68.40809466469607,49.41410643640302,18.993988228293052,21.496120292000736,17.576714477027725,3.91940581497301,2.7548030501748313,2.7548030501748313,0,103.29968625392507,81.19698219522402,22.10270405870105,11.698560243200578,8.566941509335072,3.131618733865507,373.81050215691613,285.441924160721,88.36857799619519,32.50526105712314,24.821036883540952,7.68422417358219,128.10923625215713,101.28780593322072,26.8214303189364,11.139933587144098,8.807635298540932,2.332298288603165,245.70126590475903,184.15411822750022,61.547147677258785,21.365327469979043,16.013401585000018,5.351925884979025,177.15477617739228,127.08388711852925,50.07088905886302,102.2041553459738,73.12044684672243,29.083708499251372,19.743936371357137,13.164306970257137,6.579629401099998,55.20668446006134,40.79913330154969,14.407551158511646
2016,55,34949.58493494202,18458.37703101137,16491.207903930648,956.1111431135678,574.1142059769758,381.996937136592,158.32838067036963,111.1128319639203,47.21554870644932,49.79966013971211,34.62059415086778,15.17906598884433,19.895050435194836,13.66909781156206,6.225952623632778,1.1740748708237254,0.7946442409326588,0.3794306298910666,114.69486348502453,85.51029073450633,29.184572750518196,14.154811763958355,10.22435641664048,3.9304553473178734,398.3669706237969,300.04863948936645,98.31833113443047,34.640606141199726,26.091186042553602,8.549420098646127,137.92529651060133,101.38251806735022,36.54277844325112,11.993504044400115,8.815871136291323,3.177632908108793,260.4416741131956,198.6661214220162,61.77555269117934,22.64710209679961,17.275314906262278,5.371787190537334,194.39829205007533,137.3105900173399,57.087702032735415,105.68724669199972,78.15265009600047,27.53459659599925,19.151770553665948,13.281548694377438,5.870221859288508,69.55927480440965,45.876391226962,23.682883577447658
2017,55,38694.683094041815,20190.222473313865,18504.460620727947,932.7530829807386,564.5139635874654,368.2391193932732,124.66897524110925,92.10930579826899,32.55966944284026,43.9157605857282,31.49493723770329,12.420823348024912,19.799654427623256,15.146039091651646,4.653615335971608,1.152045766976665,0.7671796744181586,0.38486609255850646,136.06424114860175,103.7476367939429,32.31660435465886,16.373652847546627,11.323263082282736,5.05038976526389,458.60085016565563,351.32061097784583,107.2802391878098,39.87833479701353,30.549618345899635,9.328716451113895,159.51842665548844,120.50538915091181,39.01303750457664,13.871167535259865,10.478729491383636,3.392438043876229,299.0824235101672,230.81522182693402,68.26720168323315,26.007167261753665,20.070888854516,5.9362784072376655,218.15725605906024,145.19820045408974,72.9590556049705,107.10813346841982,76.07209413825528,31.036039330164538,21.791283278639884,14.415687745516223,7.375595533123661,89.25783931200054,54.71041857031824,34.5474207416823
2018,55,43180.0607277134,22412.31896035296,20767.741767360432,954.834210173195,541.2209563649544,413.6132538082404,111.42035097604418,81.59902305778331,29.821327918260863,31.461336458502714,22.8917213596105,8.569615098892214,12.443019413609028,10.891616689516887,1.5514027240921415,1.5680783188283585,1.1764368529391587,0.39164146588919985,174.4707816173898,132.10903278961985,42.36174882776998,21.776892278259425,17.113970972716288,4.662921305543135,525.9478338654378,404.4847749703214,121.46305889511639,45.7345942491685,35.17258912785403,10.562005121314469,193.4380698978397,148.3877727204088,45.0502971774309,16.82070173024693,12.903284584383373,3.9174171458635567,332.5097639675981,256.0970022499126,76.41276171768548,28.91389251892157,22.269304543470657,6.644587975450912,243.53654272097847,164.31181056108008,79.22473215989838,109.04091029590671,76.38346032495429,32.657449970952435,22.1741244381578,13.560665197951478,8.613459240206325,112.32150798691396,74.36768503817433,37.95382294873962
2019,55,48322.99688464314,24901.371185039054,23421.625699604083,958.2666339279256,550.5481513972954,407.71848253063007,92.58907138556397,67.64831925468607,24.940752130877897,24.769776784729896,17.805455178706026,6.964321606023872,13.218497580453663,9.752924643875277,3.465572936578386,1.557510243036586,1.1682168724667341,0.38929337056985175,194.62312976349367,146.78230559493633,47.840824168557326,22.12498053210958,13.641554545116515,8.483425986993062,592.9687154432062,439.5328564897808,153.43585895342534,51.5624969950614,38.22024839041572,13.342248604645683,213.002188669566,157.63740152388328,55.36478714568273,18.52192944952748,13.707600132511589,4.81432931701589,379.9665267736401,281.8954549658975,98.07107180774261,33.04056754553392,24.51264825790413,8.527919287629793,226.2988209322639,149.75524416261808,76.54357676964584,84.7853210650556,60.58616995755247,24.199151107503127,25.238006619724754,15.172539303072384,10.065467316652368,116.27549324748357,73.99653490199321,42.278958345490345
2020,55,55396.61288946152,28309.713494055966,27086.899395405548,1010.6190300349652,582.2653178957363,428.35371213922895,87.49772658647704,63.120401881115065,24.377324705361968,25.42913323157913,14.250941269456742,11.178191962122389,9.047317521937067,7.473053193178724,1.5742643287583438,0.4032313378867015,0,0.4032313378867015,213.9667710406645,159.93014758129698,54.03662345936753,33.49135788252721,18.733853399504888,14.75750448302232,671.8168111329563,500.4381909089642,171.37862022399213,58.4188531419962,43.51636442686645,14.90248871512975,236.35598356037426,171.24608984006215,65.1098937203121,20.55269422264124,14.890964333918447,5.661729888722792,435.4608275725821,329.1921010689021,106.26872650368001,37.866158919354966,28.625400092948006,9.240758826406957,256.81107876534844,166.4200009446065,90.39107782074191,98.96241734069262,65.58938611181998,33.373031228872655,29.908891063798524,20.551856942854783,9.357034120943743,127.93977036085727,80.27875788993175,47.66101247092551
2021,55,60289.040809071324,30635.19883561894,29653.84197345238,1006.8072909323148,555.9371289500081,450.8701619823067,91.7409102830406,66.55431078707346,25.186599495967148,24.520284503762287,17.55904254725172,6.961241956510564,5.752428527698259,4.235542420101736,1.516886107596523,1.5800058121928826,1.196457128176308,0.38354868401657466,252.34501355615365,187.1496341525327,65.19537940362093,35.79206853060081,21.873397699492898,13.918670831107914,724.8961902910883,525.6030369663879,199.29315332470028,63.034451329659845,45.70461191012069,17.329839419539155,271.831955112514,197.29862888827938,74.5333262242346,23.63756131413165,17.156402512024293,6.481158802107356,453.0642351785743,328.30440807810857,124.7598271004657,39.39689001552819,28.548209398096397,10.8486806174318,267.5412322862739,179.31658560281426,88.22464668345961,92.152210164806,64.18158808810941,27.970622076696586,33.561214730980694,25.052135622770212,8.509079108210482,141.82780739048718,90.08286189193464,51.74494549855254
2022,55,65593.42171258981,33099.996984562094,32493.424728027723,1050.889898725925,572.7591750833856,478.1307236425394,75.78380788357703,60.58704663125453,15.196761252322496,16.70300149888193,10.880813273025142,5.822188225856789,7.727497484065206,6.950473540055315,0.777023944009892,0.3877121697092779,0,0.3877121697092779,265.5017750488322,199.09699798391065,66.40477706492155,38.0244145824107,23.2259765880208,14.798437994389898,822.0304086880564,594.5896658678212,227.44074282023513,71.48090510330924,51.70344920589749,19.77745589741175,286.710087342216,210.93157226302785,75.77851507918817,24.931311942801393,18.341875848958942,6.589436093842449,535.3203213458403,383.65809360479335,151.66222774104696,46.549593160507854,33.36157335693855,13.188019803569299,309.76116377133934,197.72849029840108,112.03267347293827,97.3533384465397,66.29229380372615,31.061044642813535,38.51570259607526,28.817565212839398,9.698137383235862,173.89212272872442,102.61863128183553,71.27349144688887
2023,55,71400.35405770353,35796.02806905017,35604.32598865337,1019.4506836606275,550.9505126832876,468.5001709773399,72.94114747597344,58.103937060983185,14.837210414990253,16.61693409443913,11.174866817106881,5.442067277332248,8.249448024502822,5.904416737381261,2.3450312871215617,0.7892335554720827,0.7892335554720827,0,271.7192580350867,201.7744146427887,69.94484339229798,36.538754544906645,19.044728367342845,17.494026177563804,853.1494363578474,629.1260488157803,224.023387542067,74.18690750937803,54.70661294050264,19.48029456887539,291.91295862717084,209.31176983874613,82.6011887884247,25.383735532797463,18.201023464238794,7.1827120685586685,561.2364777306766,419.81427897703423,141.4221987536423,48.803171976580565,36.50558947626384,12.297582500316722,318.91764492925256,211.15376709659586,107.7638778326567,88.236855762113,63.00226497718112,25.234590784931868,45.63966510647274,28.85473731124996,16.784927795222778,185.04112406066682,119.29676480816477,65.74435925250205
2024,55,77674.96606068415,38691.94792334983,38983.01813733432,1079.8299089644547,592.6870047074327,487.14290425702205,66.62605173464533,52.93271467641153,13.693337058233798,12.378629558533294,8.904427440249064,3.47420211828423,8.126726692573271,6.9851760153430345,1.141550677230236,0,0,0,325.7807322287219,247.62268766945795,78.15804455926394,48.350806520001726,25.25769788259279,23.093108637408935,967.7189805195426,709.7808292216597,257.93815129788294,84.14947656691675,61.72007210623127,22.429404460685472,351.6776042059932,257.4763166420023,94.20128756399087,30.58066123530375,22.389244925391502,8.191416309912249,616.0413763135494,452.30451257965734,163.73686373389208,53.56881533161299,39.33082718083977,14.237988150773223,369.12674976473875,234.37102986145527,134.75571990328345,92.84673866686667,61.128486231490896,31.718252435375778,49.97321177990913,32.79038285048673,17.182828929422403,226.3067993179629,140.45216077947762,85.85463853848528
2025,55,83959.73441150096,41500.12261396093,42459.611797540034,1132.685037428443,598.30837982858,534.3766575998629,57.135744436182904,46.61275228090091,10.522992155282,12.038752687717643,8.150007497117276,3.8887451906003685,7.4491643140294155,6.647335397366499,0.8018289166629161,0.7699406747964537,0.3863752385456825,0.3835654362507712,343.0617433860708,257.3327496673792,85.72899371869163,56.684334667128276,27.5962614951169,29.088073172011377,1038.7433698797156,749.9486039769167,288.79476590279893,90.3255104243231,65.21292208494928,25.11258833937382,375.32796839866296,268.60570405453564,106.72226434412737,32.63721464336199,23.35701774387266,9.280196899489336,663.4154014810528,481.34289992238115,182.07250155867158,57.688295780961106,41.85590434107662,15.832391439884484,418.07967408811106,264.1535609598674,153.9261131282437,94.48221345478228,66.9244444746288,27.55776898015348,60.32809218714552,41.264811711130235,19.06328047601529,263.26936844618325,155.96430477410834,107.30506367207494
2026,55,91385.74623890496,44694.07221805932,46691.67402084564,1230.3096931489972,639.4537111217339,590.8559820272634,73.35367022084917,57.58830344570866,15.765366775140503,13.657458726038865,8.249822319344403,5.407636406694461,5.514633047203357,5.514633047203357,0,1.1971629125396483,1.1971629125396483,0,368.8542213235491,276.94363271656556,91.91058860698355,60.65661588385668,30.32268356048058,30.3339323233761,1128.5731924957738,821.0353535303544,307.5378389654194,98.13679934745859,71.3943785678569,26.742420779601684,401.3248225137769,288.85986325784603,112.46495925593088,34.897810653371906,25.118248978943132,9.779561674428772,727.2483699819969,532.1754902725085,195.0728797094885,63.238988694086686,46.276129588913776,16.962859105172914,437.2857569594172,270.8639312427879,166.42182571662931,85.85657540098508,60.588341536816465,25.26823386416861,68.53373367485365,47.09507956321459,21.43865411163907,282.89544788357847,163.18051014275682,119.71493774082164
2027,55,99050.67961750779,47922.86639953771,51127.81321797009,1251.6784270701387,665.0984277286819,586.5799993414566,72.1924971682835,53.588304548007976,18.60419262027552,6.618343548374703,5.096206981769693,1.52213656660501,5.8167124858985355,5.8167124858985355,0,1.1611565180534957,1.1611565180534957,0,397.20301699164827,291.9213231034358,105.2816938882125,74.44575575836055,38.242431482567646,36.20332427579291,1216.8121957235712,862.7729586249852,354.039237098586,105.80975614987575,75.0237355326074,30.786020617268345,440.336510413644,310.170293702759,130.16621671088498,38.29013134031687,26.971329887196436,11.318801453120432,776.4756853099271,552.6026649222262,223.87302038770102,67.51962480955888,48.052405645410964,19.467219164147913,491.8726372590319,306.3364966969192,185.5361405621127,98.39800034840312,73.47817637509176,24.919823973311345,67.87167383085998,46.09537203838573,21.776301792474246,325.6029630797688,186.7629482834417,138.84001479632713
2028,55,106867.61970648171,51217.256405178974,55650.363301302736,1331.1098110766336,680.9859688952664,650.1238421813672,68.87511370486237,56.04254091678455,12.832572788077815,8.897455778637612,6.951416483911426,1.9460392947261855,7.419039726056798,5.853571736408736,1.565467989648062,0.3821467012614024,0.3821467012614024,0,428.75427608431744,317.96996707296915,110.78430901134831,86.00655533135767,37.43005675355665,48.57649857780103,1298.1481382384488,920.4364821337492,377.71165610469967,112.88244680334337,80.0379549681521,32.84449183519127,480.7570564155539,332.7048828830603,148.05217353249364,41.804961427439466,28.930859381135676,12.874102046303793,817.391081822895,587.731599250689,229.65948257220603,71.0774853759039,51.107095587016424,19.97038978888748,558.9545117495188,346.9141532151222,212.04035853439655,98.10524617579959,71.7450042332995,26.360241942500096,68.38782017841068,45.66243045637328,22.72538972203739,392.4614453953085,229.50671852544946,162.95472686985906
