"Death_year","Age_bin","mean.plhiv.total","mean.plhiv.males","mean.plhiv.females","mean.hivdeaths.total","mean.hivdeaths.males","mean.hivdeaths.females","Undiagnosed.total","Undiagnosed.m","Undiagnosed.f","DiagnosedNoARTInit.total","DiagnosedNoARTInit.m","DiagnosedNoARTInit.f","OnART.Under6.firstinit.under200.total","OnART.Under6.firstinit.under200.m","OnART.Under6.firstinit.under200.f","OnART.Under6.firstinit.over200.total","OnART.Under6.firstinit.over200.m","OnART.Under6.firstinit.over200.f","OnART.reinit6mo.under200.total","OnART.reinit6mo.under200.m","OnART.reinit6mo.under200.f","OnART.reinit6mo.over200.total","OnART.reinit6mo.over200.m","OnART.reinit6mo.over200.f","OnART.VL.no.total","OnART.VL.no.m","OnART.VL.no.f","OnART.VL.supp.total","OnART.VL.supp.m","OnART.VL.supp.f","OnART.6mo.VL.no.total","OnART.6mo.VL.no.m","OnART.6mo.VL.no.f","OnART.6mo.VL.supp.total","OnART.6mo.VL.supp.m","OnART.6mo.VL.supp.f","OnART.over6mo.VL.no.total","OnART.over6mo.VL.no.m","OnART.over6mo.VL.no.f","OnART.over6mo.VL.supp.total","OnART.over6mo.VL.supp.m","OnART.over6mo.VL.supp.f","ART.interrupt.any.total","ART.interrupt.any.m","ART.interrupt.any.f","ART.interrupt.1st.total","ART.interrupt.1st.m","ART.interrupt.1st.f","ART.interrupt.second.under6mototal","ART.interrupt.second.under6mom","ART.interrupt.second.under6mof","ART.interrupt.second.over6mototal","ART.interrupt.second.over6mom","ART.interrupt.second.over6mof","OnART.all.under200total","OnART.all.under200m","OnART.all.under200f","OnART.all.over200total","OnART.all.over200m","OnART.all.over200f","OnART.under6mo.under200total","OnART.under6mo.under200m","OnART.under6mo.under200f","OnART.under6mo.over200total","OnART.under6mo.over200m","OnART.under6mo.over200f","OnART.over6mo.under200total","OnART.over6mo.under200m","OnART.over6mo.under200f","OnART.over6mo.over200total","OnART.over6mo.over200m","OnART.over6mo.over200f","psf","sim.id"
2037,50,189532.78300853222,73383.19508392645,116149.58792460576,2178.6501230995086,888.6192134754499,1290.0309096240587,0,0,0,42.675093676745384,31.117979764870668,11.557113911874714,62.356417486811885,31.284200213874005,31.07221727293788,74.72590898784786,39.34155269321096,35.384356294636895,172.01509309465985,77.9709549008723,94.04413819378753,323.5537519624935,130.80133490523815,192.75241705725531,470.4863764137029,231.2907398795176,239.19563653418533,0,0,0,250.9870916564872,129.3107405246411,121.6763511318461,0,0,0,0,0,0,219.49928475721572,101.9799993548765,117.51928540233924,1665.4886530090603,626.2104938310616,1039.2781591779988,368.624823889452,176.83785126528073,191.78697262417126,3.805218926706675,3.805218926706675,0,1293.0586101929016,445.56742363907426,847.4911865538273,371.3066412183959,183.70272979239587,187.60391142600002,371.3066412183959,183.70272979239587,187.60391142600002,31.034872571022312,11.626741648421783,19.40813092260053,27.69248585049283,12.075164179449759,15.61732167104307,340.27176864737356,172.0759881439741,168.1957805033995,71.48724934481419,35.51284590767197,35.97440343714222,97.75083197331611,13
2038,50,188202.75452713735,71663.8510918019,116538.90343533545,2216.2797559786236,822.7875390870422,1393.4922168915816,3.8226730146638737,3.8226730146638737,0,66.87464467472859,39.530712672284075,27.343932002444507,70.18535997887736,27.01646382840992,43.16889615046743,51.01292191163208,31.192317917019523,19.820603994612558,237.9496861323503,102.07685320566044,135.87283292668985,376.0650078411088,137.35448478492734,238.71052305618147,539.2561837116566,246.76087581131932,292.49530790033725,0,0,0,253.10569819703807,109.50174593607716,143.60395226096088,0,0,0,0,0,0,286.15048551461854,137.25912987524217,148.89135563937637,1606.3262545775747,532.6732775887749,1073.6529769887998,290.32333739712016,137.0933311553807,153.23000624173946,7.965454370085358,3.997052689071327,3.968401681014031,1308.0374628103693,391.58289374432286,916.4545690660464,476.37798913206245,215.36637211644515,261.01161701561733,476.37798913206245,215.36637211644515,261.01161701561733,43.11869075134007,19.567651409182,23.551039342158063,11.65394822635979,7.806109380465045,3.847838845894744,433.2592983807224,195.79872070726316,237.46057767345926,51.224246353234314,23.58839431440913,27.63585203882519,97.75083197331611,13
2039,50,186491.62861095744,69816.84537431448,116674.78323664298,2178.871064742896,835.9288296189818,1342.9422351239143,0,0,0,74.56297709779754,35.46740415191798,39.09557294587955,47.47475596651578,27.604003072849768,19.87075289366601,92.87480096773808,62.0244506961399,30.850350271598185,167.6884078387188,89.25497665313561,78.43343118558319,369.1539255529716,150.3051607754409,218.8487647775307,469.6107816707429,270.3725034375926,199.23827823315028,0,0,0,266.6831141001137,137.41838639355979,129.26472770655388,0,0,0,0,0,0,202.9276675706292,132.9541170440328,69.9735505265964,1634.6973059743557,530.0889220294712,1104.6083839448843,301.91359915379917,129.3093297636375,172.60426939016168,11.74407129410303,3.8377076994510144,7.906363594652016,1321.0396355264534,396.9418845663827,924.0977509600707,348.02920105608325,207.1819981404712,140.84720291561203,348.02920105608325,207.1819981404712,140.84720291561203,39.63074558724422,15.81206255432874,23.81868303291548,31.019780149715114,23.364738041683065,7.655042108032048,308.398455468839,191.36993558614247,117.02851988269656,90.56180046494454,39.82576725543834,50.73603320950619,97.75083197331611,13
2040,50,183245.69039689656,67588.24406293806,115657.4463339585,2305.0771878564456,869.8160590761847,1435.2611287802606,0,0,0,74.61221670598125,43.259661855201095,31.352554850780162,67.12124327327375,51.62447050056835,15.4967727727054,86.10971447861421,42.883299390180596,43.22641508843361,194.63589890143427,81.94818897386885,112.68770992756542,421.41167667156014,183.62652064489464,237.7851560266655,519.3497888329671,273.3616765871679,245.98811224579924,0,0,0,277.02668404309276,140.67075375576553,136.3559302873272,0,0,0,0,0,0,242.32310478987438,132.69092283140233,109.63218195847206,1711.115182317497,553.1947206338158,1157.9204616836812,396.8416481922584,133.5257587925476,263.3158893997108,7.963567788491995,3.995166107477964,3.968401681014031,1306.3099663367466,415.6737957337902,890.6361706029564,406.26213307703676,203.12748932549806,203.1346437515387,406.26213307703676,203.12748932549806,203.1346437515387,35.94525997821417,24.20392415627377,11.741335821940392,15.367371557090255,15.367371557090255,0,370.3168730988226,178.9235651692243,191.3933079295983,97.7202841988401,54.866815704579544,42.853468494260554,97.75083197331611,13
2041,50,178368.56116006267,64460.31320516334,113908.24795489934,1968.8072912534863,715.0389568952011,1253.768334358285,0,0,0,27.582748522704378,7.92161209213269,19.661136430571688,42.60443689789134,22.978089022168138,19.6263478757232,93.22652665258106,42.389694290186604,50.836832362394446,188.3093978682023,85.53212892798801,102.7772689402143,331.7573592675779,121.2675502068559,210.48980906072197,448.7472443931485,213.26147608954346,235.48576830360503,0,0,0,244.3108765081273,135.35744532682367,108.95343118130364,0,0,0,0,0,0,204.43636788502118,77.90403076271978,126.53233712230139,1492.4772983376333,493.8558687135249,998.6214296241085,317.17714393524227,113.02856007283519,204.1485838624071,0,0,0,1175.3001544023912,380.82730864068975,794.4728457617014,351.94021083025854,155.04894684561057,196.89126398464796,351.94021083025854,155.04894684561057,196.89126398464796,15.443913465466878,7.560316843867027,7.8835966215998505,38.91571476665118,26.999298801436485,11.91641596521469,336.49629736479164,147.48863000174353,189.0076673630481,57.891318796238785,31.2132304424964,26.678088353742385,97.75083197331611,13
2042,50,173394.5471242664,62029.55126667261,111364.99585759378,1971.6009977939827,758.8801728657245,1212.7208249282583,0,0,0,39.3415828184298,15.779651730292537,23.561931088137264,43.45965657069605,23.721263690987485,19.738392879708563,51.77414754195092,31.925810468654948,19.848337073295966,168.95304593707502,86.2035119315179,82.74953400555711,338.2202403961682,145.0520125656278,193.16822783054042,421.36958995965495,224.40047048493955,196.96911947471543,0,0,0,217.1077710400894,126.34579245748958,90.76197858259982,0,0,0,0,0,0,204.26181891956557,98.05467802744995,106.20714089211562,1510.889825015898,518.7000506504924,992.1897743654055,284.2797992369102,130.44394741717963,153.83585181973058,4.01519068656307,4.01519068656307,0,1222.5948350924245,384.2409125467497,838.3539225456749,310.30770339480586,164.75171966058457,145.55598373422126,310.30770339480586,164.75171966058457,145.55598373422126,12.115311299225754,4.083690579988143,8.031620719237612,27.78063916670416,19.945878778181818,7.834760388522342,298.1923920955801,160.66802908059643,137.52436301498366,83.28124739814498,39.70287204617315,43.578375351971836,97.75083197331611,13
2043,50,168035.59465006142,59393.215305839265,108642.37934422215,1884.3554048056064,709.1503101188204,1175.205094686786,0,0,0,35.13716257713499,19.906113847996476,15.231048729138514,63.24158361604698,51.21705144063068,12.024532175416306,98.0369343989604,39.408251142791634,58.62868325616877,109.65437155170324,39.586609825695774,70.06776172600746,281.7175035801912,137.2599586717931,144.45754490839806,356.6536086550451,180.96086532265403,175.69274333239107,0,0,0,192.45564868944624,98.24639141578427,94.20925727366195,0,0,0,0,0,0,164.19795996559887,82.71447390686976,81.48348605872913,1492.5646335734264,508.28333094816986,984.2813026252564,309.99417328974954,125.25784779921179,184.73632549053778,8.047504065430084,4.01519068656307,4.032313378867015,1174.5229562182467,379.010292462395,795.5126637558517,290.05112347994344,153.5238827383113,136.5272407416321,290.05112347994344,153.5238827383113,136.5272407416321,63.138367788447354,43.17444775780258,19.963920030644775,19.644504481040382,15.796665635145636,3.847838845894744,226.91275569149607,110.34943498050873,116.56332071098736,46.957980694061284,11.640316949197084,35.317663744864205,97.75083197331611,13
2044,50,160885.9840825756,56443.17715828761,104442.80692428799,1940.6670781739385,714.2179032450402,1226.4491749288982,0,0,0,51.39829334479546,15.950282132694971,35.44801121210049,54.17832188888833,31.030734799229762,23.147587089658565,74.37042916701724,39.165234487926796,35.20519467909044,145.18141157796484,51.02492887310819,94.15648270485664,258.55902737689763,78.05988963856697,180.4991377383307,383.92591016875014,172.3620681704742,211.5638419982759,0,0,0,235.35013761540822,94.14171678417134,141.20842083123688,0,0,0,0,0,0,148.57577255334192,78.22035138630288,70.35542116703903,1505.342874660393,525.9055529418711,979.4373217185218,337.24231675085,145.5231600309743,191.7191567198757,0,0,0,1168.1005579095429,380.3823929108968,787.7181649986461,305.51828907081995,144.8361611560921,160.68212791472786,305.51828907081995,144.8361611560921,160.68212791472786,46.44566839214932,27.20806178456589,19.23760660758343,19.741572032137462,12.030468503351702,7.71110352878576,259.0726206786706,117.62809937152619,141.44452130714444,58.666049065792734,15.495438511030438,43.1706105547623,97.75083197331611,13
2045,50,154454.42701165177,53582.30514496417,100872.12186668762,1785.4739112733414,602.4793003439163,1182.9946109294249,0,0,0,30.89620726812235,11.537149027380462,19.359058240741888,58.85788834313637,35.13488658694989,23.72300175618648,71.40281830704451,39.627483976741004,31.775334330303508,152.5987577809967,66.60052801048997,85.99822977050673,284.7017346759437,93.13448321850437,191.56725145743937,446.8478371851245,199.76143048230358,247.0864067028209,0,0,0,219.63518966939358,98.19208903473854,121.44310063465502,0,0,0,0,0,0,227.2126475157309,101.56934144756504,125.64330606816588,1307.7298668200945,391.18072083423226,916.5491459858622,296.48640149711343,85.78019458618716,210.70620691092628,11.8769626113058,4.098939077468816,7.778023533836984,999.3665027116753,301.3015871705763,698.0649155410989,372.5163780016195,164.32371916567382,208.1926588359457,372.5163780016195,164.32371916567382,208.1926588359457,35.499173479833985,19.507336137569677,15.991837342264306,12.064393447554174,8.095991766540143,3.968401681014031,337.0172045217855,144.81638302810416,192.2008214936814,62.267065735950794,27.34171955008961,34.92534618586119,97.75083197331611,13
2000,55,11132.928487208374,6995.342962452406,4137.5855247559675,1645.576617047401,1002.8739431069795,642.7026739404215,1379.8908210724906,835.9467627995572,543.9440582729335,265.68579597491043,166.92718030742236,98.75861566748806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.75083197331611,13
2001,55,12582.304706773239,7581.6442975912305,5000.660409182007,1939.5535685663483,1137.9245887579686,801.6289798083795,1635.354193916309,932.6983273073182,702.6558666089907,304.1993746500393,205.22626145065044,98.97311319938888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.75083197331611,13
2002,55,14064.84500902038,8507.244735093065,5557.600273927314,2091.0481784354433,1223.4908732495658,867.5573051858778,1830.8107950276637,1073.7351543456791,757.0756406819846,260.2373834077799,149.7557189038867,110.48166450389319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.75083197331611,13
2003,55,15222.43289659957,9128.18721143596,6094.245685163611,2658.8884726620295,1605.8790049748984,1053.0094676871313,2303.978178341138,1381.501836139502,922.476342201636,354.91029432089164,224.3771688353965,130.53312548549516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.75083197331611,13
2004,55,16106.958131701569,9583.878432936628,6523.07969876494,2776.0364559752575,1692.8137496193121,1083.2227063559453,2288.2531697256914,1397.6266445744902,890.6265251512013,468.0148500687572,291.2986745307001,176.71617553805712,19.768436180808635,3.8884305141218864,15.880005666686747,0,0,0,0,0,0,0,0,0,19.768436180808635,3.8884305141218864,15.880005666686747,0,0,0,11.930455349339757,0,11.930455349339757,0,0,0,0,0,0,7.837980831468877,3.8884305141218864,3.9495503173469904,0,0,0,0,0,0,0,0,0,0,0,0,19.768436180808635,3.8884305141218864,15.880005666686747,19.768436180808635,3.8884305141218864,15.880005666686747,11.930455349339757,0,11.930455349339757,0,0,0,7.837980831468877,3.8884305141218864,3.9495503173469904,0,0,0,97.75083197331611,13
2005,55,17132.457496261213,10019.618056080742,7112.839440180471,3005.0846651636803,1764.7256042061092,1240.3590609575708,1712.8816297058534,979.0667492857,733.8148804201534,1260.4553745007145,769.650606575071,490.80476792564343,31.747660957112323,16.008248345338192,15.739412611774132,0,0,0,0,0,0,0,0,0,31.747660957112323,16.008248345338192,15.739412611774132,0,0,0,11.842048720555773,7.894118581306305,3.947930139249469,0,0,0,0,0,0,19.905612236556546,8.114129764031885,11.791482472524663,0,0,0,0,0,0,0,0,0,0,0,0,31.747660957112323,16.008248345338192,15.739412611774132,31.747660957112323,16.008248345338192,15.739412611774132,11.842048720555773,7.894118581306305,3.947930139249469,0,0,0,19.905612236556546,8.114129764031885,11.791482472524663,0,0,0,97.75083197331611,13
2006,55,18329.227379667824,10600.002877190685,7729.224502477136,3212.2512595415124,1939.8945720030956,1272.3566875384167,1248.651978450351,732.9468857055814,515.7050927447696,1924.5373851285751,1183.4421745158672,741.095210612708,39.0618959625863,23.50551178164717,15.556384180939126,0,0,0,0,0,0,0,0,0,31.17829934098645,19.617081267525283,11.561218073461163,0,0,0,23.46492011342003,19.617081267525283,3.847838845894744,0,0,0,0,0,0,7.71337922756642,0,7.71337922756642,7.8835966215998505,3.8884305141218864,3.995166107477964,7.8835966215998505,3.8884305141218864,3.995166107477964,0,0,0,0,0,0,31.17829934098645,19.617081267525283,11.561218073461163,31.17829934098645,19.617081267525283,11.561218073461163,23.46492011342003,19.617081267525283,3.847838845894744,0,0,0,7.71337922756642,0,7.71337922756642,0,0,0,97.75083197331611,13
2007,55,19758.342185719004,11266.385746588321,8491.956439130681,3327.4369144504244,1945.1860929372983,1382.2508215131263,829.4124401904756,475.8789230606583,353.53351712981737,2289.8722898895526,1324.228274413623,965.6440154759298,188.58811224941596,129.39318643037447,59.194925819041494,19.564072120980164,15.685709032642581,3.8783630883375837,0,0,0,0,0,0,188.2218249327338,129.24747510282356,58.97434982991026,0,0,0,160.79217440455352,101.81782457464325,58.97434982991026,0,0,0,0,0,0,27.42965052818029,27.42965052818029,0,19.930359437662315,15.8314203601935,4.098939077468816,19.930359437662315,15.8314203601935,4.098939077468816,0,0,0,0,0,0,176.57849670474255,121.48250996316986,55.09598674157267,176.57849670474255,121.48250996316986,55.09598674157267,149.14884617656224,94.05285943498957,55.09598674157267,11.643328227991264,7.764965139653679,3.8783630883375837,27.42965052818029,27.42965052818029,0,0,0,0,97.75083197331611,13
2008,55,21042.173897375855,12253.195149721916,8788.978747653937,3202.3244254620963,1720.927708889924,1481.3967165721724,501.2072146481693,270.5017186287016,230.70549601946772,2394.0176906312768,1277.459580746725,1116.5581098845516,291.3114765655334,160.93931985372978,130.3721567118036,15.788043617116884,12.027089660767613,3.76095395634927,0,0,0,0,0,0,239.98814750541123,133.66009758926077,106.32804991615046,0,0,0,157.79025180480406,90.86017517466065,66.93007663014339,0,0,0,0,0,0,82.1978957006072,42.799922414600125,39.39797328600708,67.11137267723905,39.306311925236635,27.805060752002415,67.11137267723905,39.306311925236635,27.805060752002415,0,0,0,0,0,0,228.2837944682825,125.7166985084813,102.5670959598012,228.2837944682825,125.7166985084813,102.5670959598012,146.0858987676753,82.91677609388118,63.16912267379412,11.704353037128742,7.943399080779471,3.76095395634927,82.1978957006072,42.799922414600125,39.39797328600708,0,0,0,97.75083197331611,13
2009,55,22026.778303079613,12775.448449428146,9251.329853651467,3275.6056801908917,1867.3895257513461,1408.2161544395453,304.78378491810304,164.6705900422571,140.11319487584595,2495.0921993423963,1408.5067998366424,1086.5853995057541,421.0372002755683,247.11830187342318,173.9188984021451,27.388104479972043,23.627150523622774,3.76095395634927,27.304391174851872,23.466683475400856,3.8377076994510144,0,0,0,384.73293426231754,235.1438273384397,149.5891069238778,0,0,0,282.1516371978217,180.25211488302955,101.89952231479215,0,0,0,0,0,0,102.58129706449586,54.891712455410186,47.689584609085664,90.99676166807465,59.06830853400708,31.928453134067567,90.99676166807465,59.06830853400708,31.928453134067567,0,0,0,0,0,0,372.94035958673066,223.35125266285283,149.5891069238778,372.94035958673066,223.35125266285283,149.5891069238778,258.5999565433446,160.53814192800348,98.06181461534113,11.79257467558688,11.79257467558688,0,114.34040304338602,62.813110734849346,51.52729230853668,0,0,0,97.75083197331611,13
2010,55,23158.966187392343,13421.352253323616,9737.613934068726,2859.197665158677,1621.2753443806148,1237.9223207780622,227.04254071771126,121.29064116105747,105.75189955665378,2069.162198217894,1144.0363840397977,925.1258141780964,434.5942071516886,258.5806705964445,176.0135365552441,66.06371489301118,46.62852152223939,19.435193370771795,42.722370947456014,31.126493830159948,11.595877117296064,15.617467123437777,15.617467123437777,0,457.09340194516835,296.888326167066,160.20507577810233,0,0,0,288.70474189660035,195.02920878430564,93.67553311229473,0,0,0,0,0,0,168.38866004856797,101.85911738276036,66.5295426658076,105.89952427790318,59.05999301269357,46.839531265209615,105.89952427790318,59.05999301269357,46.839531265209615,0,0,0,0,0,0,433.8955390513814,273.690463273279,160.20507577810233,433.8955390513814,273.690463273279,160.20507577810233,238.3689246526361,148.57999359165748,89.78893106097864,19.309432379665097,19.309432379665097,0,195.52661439874524,125.11046968162155,70.4161447171237,3.8884305141218864,3.8884305141218864,0,97.75083197331611,13
2011,55,24592.069782627117,14181.415569929635,10410.65421269748,2617.671147186268,1557.5282734910386,1060.1428736952298,153.40542186367816,78.45185648411514,74.95356537956302,1789.0565294658147,1078.3619076152672,710.6946218505475,544.6647854832852,313.673485553787,230.99129992949818,54.551337075867984,34.94495316194274,19.606383913925242,44.390928614541686,28.37530716836234,16.01562144617935,19.70557282100109,19.70557282100109,0,541.0583802451754,333.52732723501595,207.53105301015938,0,0,0,353.2134042683584,219.8913015319272,133.32210273643113,0,0,0,0,0,0,187.84497597681698,113.63602570308875,74.20895027372825,134.15081561160008,67.18718215664023,66.96363345495986,134.15081561160008,67.18718215664023,66.96363345495986,0,0,0,0,0,0,521.6226122679037,314.0915592577443,207.53105301015938,521.6226122679037,314.0915592577443,207.53105301015938,313.55108472784013,184.22603468048032,129.3250500473598,11.534362222670094,11.534362222670094,0,208.07152754006356,129.86552457726398,78.20600296279957,7.901405754601569,7.901405754601569,0,97.75083197331611,13
2012,55,26029.422833139815,14756.304319404808,11273.118513735004,2223.999492154611,1304.2093548006449,919.7901373539659,148.28051712057697,97.27059127425636,51.00992584632062,1287.22016844894,740.5568655474052,546.6633029015347,600.3449201786209,332.7132076879629,267.63171249065806,82.52056841290099,58.97593568897073,23.544632723930253,59.020240612067596,47.15852649824247,11.861714113825126,11.580251492144656,0,11.580251492144656,615.3421348661773,351.9520843970093,263.390050469168,0,0,0,356.92705671615715,207.44229025384126,149.4847664623159,0,0,0,0,0,0,258.4150781500202,144.50979414316805,113.90528400685211,173.15667171891636,114.42981358197386,58.72685813694249,173.15667171891636,114.42981358197386,58.72685813694249,0,0,0,0,0,0,596.0936406009006,336.52859413340946,259.56504646749113,596.0936406009006,336.52859413340946,259.56504646749113,298.43250708713373,164.63329623472666,133.79921085240707,19.248494265276747,15.423490263599852,3.825004001676893,297.6611335137668,171.8952978986828,125.76583561508403,0,0,0,97.75083197331611,13
2013,55,27580.123896952235,15297.514546493063,12282.60935045917,1801.9278917756287,1137.922539194624,664.0053525810047,71.1688722726349,39.21735488374056,31.951517388894338,928.2787089253513,582.2285550028556,346.0501539224957,599.6481589779587,388.21192691997925,211.4362320579794,58.19035406487202,31.251610708980888,26.938743355891134,78.14008887818704,58.30284658925477,19.837242288932273,34.89090357088944,19.16149990735897,15.729403663530473,665.8550313992396,434.2825854909345,231.57244590830516,0,0,0,410.4004860508191,292.25865327911663,118.1418327717025,0,0,0,0,0,0,255.4545453484205,142.02393221181788,113.43061313660264,136.6252791784029,82.19404381709343,54.4312353613095,128.7040293206662,74.2727939593567,54.4312353613095,0,0,0,7.9212498577367265,7.9212498577367265,0,638.6138672043772,411.03658740355013,227.57727980082717,638.6138672043772,411.03658740355013,227.57727980082717,333.0676761360996,230.51948658718888,102.5481895489107,11.87175619682341,11.87175619682341,0,305.5461910682777,180.51710081636122,125.02909025191649,15.369407998038929,11.374241890560965,3.995166107477964,97.75083197331611,13
2014,55,29251.363258903224,15857.237743170856,13394.125515732369,1357.634434265046,799.9201923081865,557.7142419568594,54.946192873461875,35.28008900205945,19.666103871402427,561.7874114095766,310.4316361588026,251.35577525077406,529.9033277576619,309.58449930838253,220.31882844927944,46.79963861328408,23.25587888512084,23.543759728163238,74.30290316083159,62.60500168620952,11.697901474622064,42.46132579737856,30.929083106602132,11.532242690776421,623.3911914723678,399.41223922732746,223.97895224504038,0,0,0,329.67031651112956,243.37108767251607,86.29922883861346,0,0,0,0,0,0,293.72087496123834,156.0411515548114,137.67972340642692,117.50963850963961,54.79622791999706,62.713410589642564,94.35033672711342,39.290805739909686,55.05953098720373,0,0,0,23.159301782526207,15.505422180087372,7.653879602438837,604.2335237212276,387.98077341041954,216.25275031080807,604.2335237212276,387.98077341041954,216.25275031080807,271.27552062926037,196.58085681321685,74.69466381604356,3.76095395634927,3.76095395634927,0,332.9580030919672,191.39991659720272,141.5580864947645,15.396713794790946,7.6705118605586176,7.726201934232328,97.75083197331611,13
2015,55,29718.571574223835,16081.831797183773,13636.73977704006,1127.205849435718,679.9890738919344,447.2167755437835,15.460834731847381,3.8884305141218864,11.572404217725495,354.06518946641444,219.8454835218087,134.21970594460578,494.22391630449516,306.45304271663815,187.77087358785704,27.31619623089278,11.808508449898207,15.507687780994571,82.61121781087581,55.075219039872636,27.53599877100317,74.38812308175044,38.940505337792935,35.447617743957494,604.859724657136,373.6501269250852,231.20959773205072,0,0,0,286.4654699755729,180.53330413606784,105.93216583950503,0,0,0,0,0,0,318.39425468156304,193.11682278901736,125.2774318925457,152.82010058032006,82.60503293091857,70.2150676494015,102.17892595711632,55.394620762213556,46.78430519490276,3.8783630883375837,3.8783630883375837,0,46.762811534866174,23.332049080367423,23.430762454498748,585.4884212758584,361.9702575385528,223.51816373730557,585.4884212758584,361.9702575385528,223.51816373730557,227.554434095,145.12921911098562,82.42521498401439,7.918528446905515,4.032313378867015,3.8862150680384997,357.93398718085837,216.8410384275672,141.09294875329118,11.45277493437204,7.647556007665365,3.805218926706675,97.75083197331611,13
2016,55,32384.986194275094,17019.650357985378,15365.335836289716,936.765689394798,580.5401889457046,356.22550044909343,23.260896123736522,15.397866591278708,7.863029532457813,164.46885373854244,89.84470075167722,74.62415298686523,440.711347763924,288.3552181939802,152.35612956994382,23.465858373338435,23.465858373338435,0,97.23484743701556,62.19098006777179,35.04386736924377,85.90633053159023,58.37280208787001,27.533528443720225,597.4162617425425,374.3536507121635,223.06261103037892,0,0,0,273.7064146654384,171.62849672734814,102.07791793809024,0,0,0,0,0,0,323.7098470771041,202.72515398481542,120.98469309228868,151.61967778997658,100.9439708905851,50.675706899391464,112.71537090571343,65.91802709465955,46.79734381105388,0,0,0,38.90430688426315,35.02594379592557,3.8783630883375837,573.8323531612995,362.672910636233,211.1594425250665,573.8323531612995,362.672910636233,211.1594425250665,215.29861557232982,136.50532214540968,78.79329342692014,4.098939077468816,0,4.098939077468816,358.53373758896964,226.16758849082328,132.36614909814637,19.484969503774177,11.680740075930586,7.804229427843591,97.75083197331611,13
2017,55,35464.601215647184,18142.105845266207,17322.495370380977,850.849116511945,522.4470793278854,328.40203718405957,0,0,0,164.66985651022964,106.09234733388901,58.577509176340634,356.75888239672656,235.68388083731887,121.07500155940771,35.11184033610028,31.225238284784183,3.8866020513160953,86.21946673997647,43.05382426282251,43.165642477153966,82.51860696547621,51.24671647359838,31.271890491877826,517.1682292355327,313.9654349881743,203.20279424735847,0,0,0,231.0415562840823,153.15791532971318,77.88364095436911,0,0,0,0,0,0,286.1266729514505,160.80751965846113,125.31915329298934,169.01103076618259,102.3892970058221,66.6217337603605,106.1189459615078,59.00696869800948,47.11197726349832,0,0,0,62.892084804674795,43.38232830781262,19.509756496862174,493.67569591882517,298.33089637219587,195.34479954662933,493.67569591882517,298.33089637219587,195.34479954662933,168.68876782608314,121.84861835754839,46.84014946853474,7.774645582160386,7.774645582160386,0,324.98692809274206,176.48227801464745,148.50465007809458,15.717887734547213,7.859893033818086,7.857994700729128,97.75083197331611,13
2018,55,39911.72988662599,20400.554692700225,19511.175193925763,943.6290119282,551.6252581093074,392.00375381889256,0,0,0,152.42261645936688,90.15789108339055,62.264725375976326,328.35855996190156,203.07727354654907,125.28128641535251,11.682371036460308,7.8345321905655645,3.847838845894744,122.01373660784813,70.27263909261576,51.74109751523237,113.72419936762861,66.607039277239,47.11716009038962,535.6166744109948,328.14292860150573,207.47374580948906,0,0,0,203.29966566382546,116.93982630069158,86.3598393631339,0,0,0,0,0,0,332.3170087471693,211.20310230081415,121.11390644635516,255.58972105783835,133.32443842441114,122.2652826334272,168.99569386903391,90.2357612040676,78.75993266496631,0,0,0,86.59402718880443,43.08867722034354,43.50534996846089,504.3503541379102,312.37685233512275,191.97350180278747,504.3503541379102,312.37685233512275,191.97350180278747,109.24438732590501,62.111094847036014,47.133292478868995,3.805218926706675,0,3.805218926706675,395.1059668120052,250.26575748808673,144.84020932391846,27.461101346377923,15.766076266383,11.695025079994922,97.75083197331611,13
